epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,31.4079,1.7724,4.17452,2.32564,0,0,0,0,3.7394,3.85023,4.78883,0.000186942,0.000186942,0.000186942
22,33.31,1.7444,4.17777,2.28274,0,0,0,0,3.7527,3.846,4.79566,0.000193967,0.000193967,0.000193967
23,35.6727,1.73851,4.23724,2.27865,0,0,0,0,3.8073,3.86263,4.79053,0.000200717,0.000200717,0.000200717
24,37.8146,1.68379,4.12463,2.26703,0,0,0,0,3.79854,3.86059,4.8255,0.000207185,0.000207185,0.000207185
25,40.3537,1.70431,4.13343,2.24578,0.04167,0.0016,0.02163,0.00865,3.88745,3.8464,4.88394,0.00021336,0.00021336,0.00021336
26,42.6904,1.6773,4.15414,2.2368,0.02808,0.00735,0.01513,0.00302,4.01406,3.83763,5.01098,0.000219235,0.000219235,0.000219235
27,44.1774,1.61994,4.09076,2.21715,0.04047,0.04013,0.02967,0.01709,4.23014,3.83282,5.1704,0.000224802,0.000224802,0.000224802
28,45.5593,1.66818,4.06361,2.21418,0.02727,0.06781,0.02338,0.01352,4.16015,3.80289,5.22817,0.000230053,0.000230053,0.000230053
29,46.9737,1.65049,4.07534,2.24331,0.0467,0.11995,0.03886,0.01674,4.13943,3.79028,5.17034,0.000234982,0.000234982,0.000234982
30,48.3245,1.63267,4.09604,2.21158,0.07082,0.14025,0.05515,0.02164,4.1358,3.80276,5.19721,0.000239582,0.000239582,0.000239582
31,50.0219,1.57546,4.02767,2.16426,0.07364,0.25347,0.08772,0.03475,4.05752,3.8286,5.07328,0.000243848,0.000243848,0.000243848
32,51.402,1.55862,3.99583,2.18845,0.08609,0.33224,0.11919,0.05414,4.03247,3.80981,5.05402,0.000247775,0.000247775,0.000247775
33,52.7689,1.59168,4.01642,2.22289,0.1144,0.39609,0.15218,0.06522,4.00541,3.77931,5.1052,0.000251358,0.000251358,0.000251358
34,54.2012,1.57065,4.01775,2.15149,0.12654,0.42279,0.15656,0.07144,4.03055,3.78278,5.12397,0.000252073,0.000252073,0.000252073
35,55.7062,1.6301,3.98103,2.23821,0.13535,0.39491,0.15647,0.07308,4.08902,3.78151,5.19692,0.000247575,0.000247575,0.000247575
36,57.1011,1.5262,3.91675,2.12743,0.14479,0.43339,0.17904,0.08196,4.05503,3.76593,5.14366,0.000242999,0.000242999,0.000242999
37,58.4901,1.55814,3.92776,2.16163,0.19079,0.49136,0.22316,0.11783,4.04286,3.75403,5.0761,0.000238348,0.000238348,0.000238348
38,59.8647,1.51389,3.92511,2.13358,0.14535,0.50371,0.20959,0.10586,4.03536,3.74709,5.11429,0.000233629,0.000233629,0.000233629
39,61.2834,1.49891,3.91403,2.12069,0.14081,0.48794,0.19606,0.10231,4.02875,3.76514,5.08754,0.000228845,0.000228845,0.000228845
40,62.6665,1.51989,3.90946,2.13259,0.09447,0.47427,0.15788,0.08141,4.08672,3.7741,5.13924,0.000224001,0.000224001,0.000224001
41,64.0722,1.60563,3.92854,2.23107,0.09249,0.46823,0.15543,0.07905,4.10791,3.77943,5.20253,0.000219102,0.000219102,0.000219102
42,65.4945,1.44766,3.83835,2.11383,0.09559,0.43919,0.14646,0.07708,4.12487,3.79714,5.21239,0.000214152,0.000214152,0.000214152
43,66.9095,1.43251,3.8353,2.07234,0.09454,0.42714,0.13161,0.06395,4.16282,3.80255,5.2577,0.000209158,0.000209158,0.000209158
44,68.2858,1.54217,3.87068,2.17759,0.09215,0.41522,0.12027,0.05795,4.18107,3.8128,5.27241,0.000204123,0.000204123,0.000204123
45,69.6839,1.47475,3.82282,2.12862,0.09268,0.43026,0.12211,0.05585,4.16306,3.82151,5.22436,0.000199052,0.000199052,0.000199052
46,71.0794,1.49333,3.86915,2.09348,0.09331,0.45428,0.12591,0.05455,4.19932,3.82411,5.25621,0.000193951,0.000193951,0.000193951
47,72.4912,1.49822,3.85667,2.11411,0.08955,0.45979,0.12901,0.05375,4.18042,3.81766,5.22943,0.000188824,0.000188824,0.000188824
48,73.9956,1.4716,3.8362,2.09996,0.09105,0.50105,0.14581,0.05978,4.18103,3.7999,5.28306,0.000183677,0.000183677,0.000183677
49,75.3779,1.49835,3.7696,2.11489,0.09031,0.55478,0.15899,0.06884,4.0842,3.80484,5.20449,0.000178515,0.000178515,0.000178515
50,76.8221,1.49091,3.8064,2.10457,0.08859,0.59287,0.19157,0.08927,4.0114,3.79891,5.16486,0.000173343,0.000173343,0.000173343
51,78.2212,1.47769,3.83884,2.10224,0.08651,0.6568,0.23147,0.1069,3.97294,3.79435,5.19245,0.000168165,0.000168165,0.000168165
52,79.5776,1.46211,3.72085,2.09196,0.08994,0.66287,0.27132,0.12151,3.96743,3.77772,5.21964,0.000162987,0.000162987,0.000162987
53,81.2047,1.39823,3.78063,2.02721,0.08549,0.66768,0.27949,0.1253,3.94787,3.79208,5.18414,0.000157815,0.000157815,0.000157815
54,82.6028,1.56373,3.74383,2.15153,0.0837,0.67431,0.29404,0.12821,3.96946,3.80762,5.17731,0.000152653,0.000152653,0.000152653
55,83.9992,1.50565,3.71207,2.12474,0.12401,0.67454,0.32336,0.14062,4.02819,3.81068,5.25989,0.000147506,0.000147506,0.000147506
56,85.4557,1.4539,3.70969,2.07686,0.12725,0.68094,0.33806,0.14895,4.04435,3.80054,5.25716,0.000142379,0.000142379,0.000142379
57,86.9344,1.56862,3.76462,2.15949,0.12461,0.67035,0.34166,0.15416,4.04242,3.79391,5.26439,0.000137278,0.000137278,0.000137278
58,88.2827,1.47113,3.7415,2.08248,0.12337,0.67818,0.34075,0.16107,4.03244,3.78011,5.24501,0.000132207,0.000132207,0.000132207
59,89.6365,1.4379,3.71084,2.07027,0.07664,0.67369,0.30733,0.14609,4.01101,3.7818,5.21064,0.000127172,0.000127172,0.000127172
60,90.9931,1.40857,3.65643,2.06217,0.07361,0.69381,0.3072,0.15024,4.0025,3.77053,5.22348,0.000122178,0.000122178,0.000122178
61,92.3327,1.40444,3.7036,2.06127,0.07301,0.72385,0.30918,0.15434,3.99905,3.77695,5.22118,0.000117228,0.000117228,0.000117228
62,93.6855,1.46711,3.69459,2.10988,0.07025,0.74023,0.30475,0.15056,3.97224,3.7574,5.18167,0.000112329,0.000112329,0.000112329
63,95.0477,1.39558,3.64871,2.05118,0.06825,0.74083,0.29645,0.1467,3.96922,3.7394,5.15939,0.000107485,0.000107485,0.000107485
64,96.4506,1.35971,3.62301,2.01647,0.06618,0.74251,0.28189,0.14041,3.96234,3.75765,5.13264,0.000102701,0.000102701,0.000102701
65,97.8433,1.43186,3.59693,2.09397,0.06431,0.74183,0.27284,0.13622,3.97701,3.76066,5.11896,9.79817e-05,9.79817e-05,9.79817e-05
66,99.3599,1.48084,3.68889,2.12772,0.06173,0.73739,0.25787,0.13006,3.96842,3.78204,5.06416,9.33315e-05,9.33315e-05,9.33315e-05
67,100.728,1.33932,3.59232,2.02032,0.05996,0.73261,0.24257,0.12208,3.9831,3.81604,5.05512,8.87551e-05,8.87551e-05,8.87551e-05
68,102.107,1.40774,3.60706,2.02038,0.05929,0.72423,0.23,0.11825,4.0031,3.81561,5.07603,8.42572e-05,8.42572e-05,8.42572e-05
69,103.487,1.34395,3.61505,2.00247,0.07999,0.7319,0.23202,0.12154,4.03689,3.81276,5.11609,7.9842e-05,7.9842e-05,7.9842e-05
70,104.875,1.40571,3.63594,2.03558,0.08024,0.72232,0.23655,0.12355,4.03888,3.81702,5.12579,7.5514e-05,7.5514e-05,7.5514e-05
71,106.256,1.38733,3.5786,2.0476,0.05955,0.711,0.22665,0.11975,4.0398,3.82221,5.14237,7.12774e-05,7.12774e-05,7.12774e-05
72,107.622,1.40378,3.66885,2.02007,0.06238,0.69646,0.23118,0.12198,4.02785,3.81202,5.13289,6.71365e-05,6.71365e-05,6.71365e-05
73,108.989,1.37633,3.59917,2.05393,0.06458,0.6895,0.23633,0.12464,4.02961,3.79485,5.1216,6.30952e-05,6.30952e-05,6.30952e-05
74,110.337,1.32644,3.55664,2.00164,0.0685,0.68519,0.24565,0.13006,4.03225,3.77225,5.12891,5.91577e-05,5.91577e-05,5.91577e-05
75,111.761,1.38125,3.60633,2.04168,0.07042,0.68017,0.25311,0.13517,4.03736,3.74882,5.11999,5.53277e-05,5.53277e-05,5.53277e-05
76,113.267,1.37126,3.58576,2.0516,0.07348,0.67536,0.26242,0.13924,4.05276,3.7297,5.15019,5.16091e-05,5.16091e-05,5.16091e-05
77,114.645,1.39237,3.56987,2.06516,0.07654,0.67136,0.26558,0.14018,4.04165,3.7433,5.11676,4.80055e-05,4.80055e-05,4.80055e-05
78,116.111,1.31274,3.56262,1.98893,0.07914,0.67405,0.26233,0.14001,4.04785,3.76079,5.12606,4.45204e-05,4.45204e-05,4.45204e-05
79,117.486,1.30788,3.53961,1.97205,0.09981,0.68015,0.27478,0.14838,4.07606,3.7383,5.14447,4.11574e-05,4.11574e-05,4.11574e-05
80,118.832,1.36382,3.56935,2.03788,0.09931,0.67273,0.27178,0.14806,4.0777,3.72175,5.15532,3.79198e-05,3.79198e-05,3.79198e-05
81,120.234,1.26899,3.55714,1.93669,0.1012,0.6831,0.27103,0.14597,4.06693,3.71873,5.15176,3.48107e-05,3.48107e-05,3.48107e-05
82,121.593,1.33739,3.57345,2.04055,0.10337,0.69037,0.27818,0.14775,4.05954,3.70856,5.14519,3.18332e-05,3.18332e-05,3.18332e-05
83,122.959,1.38533,3.55363,2.06116,0.12611,0.69359,0.28912,0.15571,4.05269,3.71568,5.1235,2.89902e-05,2.89902e-05,2.89902e-05
84,124.35,1.30839,3.53436,2.00941,0.1267,0.69503,0.29357,0.15696,4.06611,3.69541,5.15267,2.62846e-05,2.62846e-05,2.62846e-05
85,125.889,1.40516,3.58333,2.05459,0.12705,0.69518,0.29536,0.15803,4.05048,3.70669,5.15329,2.3719e-05,2.3719e-05,2.3719e-05
86,127.305,1.35308,3.51119,2.02611,0.1261,0.69336,0.29527,0.15897,4.05196,3.70351,5.16705,2.12959e-05,2.12959e-05,2.12959e-05
87,128.711,1.26302,3.49535,1.98099,0.12577,0.69568,0.29704,0.16006,4.05355,3.70029,5.17842,1.90178e-05,1.90178e-05,1.90178e-05
88,130.079,1.18521,3.53437,1.91207,0.12575,0.71651,0.29985,0.16218,4.06054,3.69971,5.18202,1.68869e-05,1.68869e-05,1.68869e-05
89,131.488,1.31612,3.53401,1.9929,0.12553,0.71651,0.30145,0.16202,4.06198,3.69768,5.18705,1.49053e-05,1.49053e-05,1.49053e-05
90,132.874,1.35778,3.56053,2.02946,0.12616,0.71832,0.30269,0.16138,4.06335,3.69844,5.18494,1.30749e-05,1.30749e-05,1.30749e-05
91,202.151,1.2214,3.75544,1.9357,0.12444,0.71508,0.30303,0.16196,4.06437,3.70331,5.16977,1.13976e-05,1.13976e-05,1.13976e-05
92,203.527,1.12837,3.69081,1.84411,0.12177,0.71096,0.3039,0.16394,4.05951,3.71601,5.14213,9.87499e-06,9.87499e-06,9.87499e-06
93,204.843,1.11775,3.66631,1.8559,0.11942,0.7173,0.30381,0.1617,4.06746,3.70809,5.14232,8.50859e-06,8.50859e-06,8.50859e-06
94,206.249,1.14256,3.68015,1.86829,0.10237,0.71752,0.29937,0.15693,4.06805,3.70241,5.15133,7.29976e-06,7.29976e-06,7.29976e-06
95,207.631,1.16862,3.63928,1.90973,0.09335,0.71839,0.29425,0.15498,4.07352,3.71358,5.14808,6.24968e-06,6.24968e-06,6.24968e-06
96,208.881,1.15725,3.69998,1.86904,0.09132,0.72038,0.29124,0.15251,4.08471,3.71388,5.14172,5.35939e-06,5.35939e-06,5.35939e-06
97,210.25,1.18686,3.64178,1.91683,0.08965,0.71608,0.28231,0.1481,4.10567,3.70829,5.19198,4.62977e-06,4.62977e-06,4.62977e-06
98,211.785,1.1403,3.64528,1.87807,0.08827,0.71583,0.28096,0.1465,4.10981,3.70806,5.18754,4.06154e-06,4.06154e-06,4.06154e-06
99,213.036,1.20038,3.63542,1.90679,0.08284,0.71913,0.27815,0.14444,4.12335,3.71071,5.2137,3.65526e-06,3.65526e-06,3.65526e-06
100,214.331,1.20516,3.65103,1.90252,0.08278,0.72101,0.2805,0.14365,4.12341,3.71864,5.20401,3.41134e-06,3.41134e-06,3.41134e-06
